id,name,domain,industry,annual_revenue,employee_count,founded_year,country,state,city,phone,owner_id,lifecycle_stage,created_at,updated_at
acct_000037,"Jordan, Henderson and Owens",jordanhendersonandowens.ai,,,1000.0,1982.0,US,MN,Lake Deniseville,+19465217149,owner_020,Closed Lost,2023-01-22T12:00:00+00:00,2024-07-18T12:00:00+00:00
acct_000038,Powell LLC,powellllc.com,Consumer Goods,1344793.47,5000.0,1984.0,US,ZZ,East Jamesside,+19369593228,owner_012,MQL,2024-11-20T12:00:00+00:00,2025-01-04T12:00:00+00:00
acct_000039,Taylor-White,taylorwhite.co,Manufacturing,360017254.38,250.0,2002.0,US,NC,Wrightland,+15168826691,owner_011,MQL,2022-10-27T12:00:00+00:00,2024-07-30T12:00:00+00:00
acct_000040,Morton-Chasee,mortonchase.com,Hospitality,338820313.66,50.0,1976.0,US,SC,North Deniseside,+17825086653,owner_018,Customer,2025-03-29T12:00:00+00:00,2025-10-30T12:00:00+00:00
acct_000041,Novak and Sons,novakandsons.com,Manufacturing,15331075.0,2500.0,1986.0,US,UT,South Todd,874.883.3897,owner_006,SQL,2023-11-27T12:00:00+00:00,2026-02-08T12:00:00+00:00
acct_000042,Hancock Inc,hancockinc.com,Real Estate,336561437.44,100.0,2002.0,US,IL,South Aaron,(748) 503-6319,owner_008,Closed Lost,2025-10-16T12:00:00+00:00,2026-05-13T12:00:00+00:00
acct_000043,Baker-Bowerss,bakerbowers.com,Education,359313784.79,1000.0,1969.0,US,NY,Mitchellside,+16094492417,owner_001,Customer,2023-10-06T12:00:00+00:00,2024-12-03T12:00:00+00:00
acct_000044,"Higgins, Moore and Phillips",higginsmooreandphillips.co,Real Estate,88355397.51,5000.0,1973.0,US,NJ,New Jillton,+12517704082,owner_004,MQL,2021-12-13T12:00:00+00:00,2024-05-01T12:00:00+00:00
acct_000045,"Edwards, Williams and Woods",edwardswilliamsandwoods.io,Construction,306519835.22,5000.0,2000.0,,NV,North Susan,315.586.9665,owner_016,MQL,2020-12-27T12:00:00+00:00,2025-03-22T12:00:00+00:00
acct_000046,York Inc,yorkinc.com,Healthcare,434535510.41,25.0,1995.0,US,LA,Lake Michellefurt,+16502794681,owner_008,Lead,2022-01-08T12:00:00+00:00,2026-05-19T12:00:00+00:00
acct_000047,David PLC,davidplc.com,,191826128.57,50.0,1970.0,US,VA,New Brooke,+14192656797,owner_014,MQL,2025-07-16T12:00:00+00:00,2025-10-01T12:00:00+00:00
acct_000048,"Miller, Sandoval and Cunningham",millersandovalandcunningham.com,Professional Services,195043667.93,10.0,1967.0,US,WI,Sarahborough,+17895897814,owner_001,Closed Lost,2025-02-26T12:00:00+00:00,2026-04-28T12:00:00+00:00
acct_000049,"Moran, Allen and Foster",moranallenandfoster.com,Professional Services,269341173.52,5000.0,2009.0,US,RI,Stephenland,,owner_009,MQL,2021-07-13T12:00:00+00:00,2026-03-20T12:00:00+00:00
acct_000050,Ellis PLC,ellisplc.com,Hospitality,16108625.0,2500.0,2003.0,US,FL,North Amandahaven,+18377460441,owner_013,SQL,2022-07-26T12:00:00+00:00,2026-05-16T12:00:00+00:00
acct_000051,Anderson-Bailey LLC,andersonbailey.com,Retail,433492252.12,50.0,1970.0,US,AR,East Mikeburgh,+14665885363,owner_007,MQL,2022-09-17T12:00:00+00:00,2025-02-10T12:00:00+00:00
acct_000052,Baass-Warner,basswarner.com,Financial Services,417538002.0,2500.0,2008.0,US,AK,Lake Lisaport,+19677520853,owner_012,Lead,2024-10-03T12:00:00+00:00,2025-12-08T12:00:00+00:00
acct_000053,"Garcia, Humphrey and Baker",garciahumphreyandbaker.com,Construction,100080660.84,250,1965.0,US,SC,Lake Angelaview,,owner_016,SQL,2022-02-01T12:00:00+00:00,2022-04-05T12:00:00+00:00
acct_000054,Jacobs-Robbins,jacobsrobbins.com,,383565600.13,,1987.0,US,RI,Lake Cynthia,+18219651876,owner_006,Closed Lost,2023-09-16T12:00:00+00:00,2025-09-01T12:00:00+00:00
acct_000055,Wagner-King,wagnerking.com,Hospitality,198628893.54,100.0,1963.0,,CA,North Cynthiaview,+18069073978,inactive_user_03,SQL,2021-02-08T12:00:00+00:00,2022-11-08T12:00:00+00:00
acct_000056,Smith and Sons,smithandsons.com,Financial Services,173928280.77,1000.0,1982.0,US,TX,Justinside,+15792708289,owner_011,MQL,2024-11-15T12:00:00+00:00,2025-12-09T12:00:00+00:00
acct_000057,"Thornton, Hoffman and Rodriguez",thorntonhoffmanandrodriguez.com,Logistics,314718500.0,2500.0,2022.0,US,VA,New Barry,+13566452885,owner_017,Closed Lost,2025-09-21T12:00:00+00:00,2026-01-09T12:00:00+00:00
acct_000058,Aguilar-Hernandez,aguilarhernandez.com,Manufacturing,201570500.0,100.0,2021.0,US,CO,North Kyle,+14856613995,owner_015,SQL,2023-09-16T12:00:00+00:00,2024-12-05T12:00:00+00:00
acct_000059,Nolan and Sons,nolanandsons.com,Consumer Goods,91329008.65,100.0,2003.0,US,MN,Lake Curtis,+14645484581,owner_020,Opportunity,2026-02-26T12:00:00+00:00,2026-04-30T12:00:00+00:00
acct_000060,"Henson, Russell and Oliver LLC",hensonrussellandoliver.com,Healthcare,121057347.16,1000.0,2035.0,US,NY,East Michelle,+17689763937,owner_016,SQL,2023-06-02T12:00:00+00:00,2024-06-27T12:00:00+00:00
acct_000061,Keith Inc,keithinc.com,Insurance,463321000.0,1000,1962.0,US,MD,Lake Sandra,+18797956046,owner_016,SQL,2025-10-17T12:00:00+00:00,2025-12-31T12:00:00+00:00
acct_000062,Pham-Shields,phamshields.com,Insurance,35794850.0,50,2002.0,US,IA,West Erik,+13239383155,owner_011,Lead,2024-05-05T12:00:00+00:00,2026-04-24T12:00:00+00:00
acct_000063,"Rodriguez, Brennan and Garrison",rodriguezbrennanandgarrison.com,Automotive,138611563.67,5000.0,1983.0,US,RI,East Lisa,+14893023180,owner_010,Lead,2025-03-29T12:00:00+00:00,2025-07-17T12:00:00+00:00
acct_000064,Bailey-Hoover,baileyhoover.com,,137518507.73,10.0,1961.0,US,OK,East Andrew,+14999142068,owner_016,Lead,2022-05-06T12:00:00+00:00,2025-05-03T12:00:00+00:00
acct_000065,Ross LLC,rossllc.com,Software,170682613.31,10.0,1996.0,US,KY,Port Joshuahaven,,owner_013,MQL,2023-09-07T12:00:00+00:00,2025-01-09T12:00:00+00:00
acct_000066,Frazier-Anthony,frazieranthony.com,Telecommunications,43047863.74,100.0,1966.0,US,DE,Sheilaville,(357) 552-8656,inactive_user_01,SQL,2025-06-19T12:00:00+00:00,2025-09-03T12:00:00+00:00
acct_000067,White-Estes,whiteestes.com,Insurance,149027889.69,1000.0,2008.0,US,MD,Benjaminchester,+17828350986,owner_020,Closed Lost,2023-10-16T12:00:00+00:00,2026-05-03T12:00:00+00:00
acct_000068,Chandler-Edwards,chandleredwards.com,Insurance,330383854.53,500,1986.0,US,KS,South Rachelborough,+13777651229,owner_006,Lead,2022-10-22T12:00:00+00:00,2023-12-28T12:00:00+00:00
acct_000069,Williams-Graham,williamsgraham.com,Real Estate,70222900.0,250.0,2020.0,US,ZZ,West Ryan,+16642723824,owner_009,Opportunity,2024-09-06T12:00:00+00:00,2024-10-09T12:00:00+00:00
acct_000070,"Mccall, Hanson and Alvarado",mccallhansonandalvarado.com,Retail,33172950.0,50,1985.0,US,LA,Lake Rachelhaven,+13452730977,owner_006,Opportunity,2023-12-07T12:00:00+00:00,2024-04-02T12:00:00+00:00
acct_000071,Estrada-Nguyen,estradanguyen.com,Construction,344494656.61,1000.0,1996.0,US,LA,Angelaborough,+17127528090,owner_015,Lead,2023-11-08T12:00:00+00:00,2024-03-14T12:00:00+00:00
acct_000072,Ortega-Gray,ortegagray.com,Energy,15924875.0,100.0,2015.0,US,UT,New Ashley,+17898010339,owner_009,SQL,2022-03-13T12:00:00+00:00,2024-01-02T12:00:00+00:00
acct_000073,Kelley-Smith Ltd.,kelleysmith.com,Construction,458078357.57,50.0,1982.0,US,PA,Jasonshire,+16468508056,owner_003,MQL,2023-09-05T12:00:00+00:00,2025-02-17T12:00:00+00:00
acct_000074,"Pena, Marshall and Ramos",penamarshallandramos.com,Media,165236929.96,,2001.0,US,ME,New Thomas,+18786109012,owner_002,MQL,2022-07-23T12:00:00+00:00,2023-02-22T12:00:00+00:00
acct_000075,"Jackson, Miller and Robertson",jacksonmillerandrobertson.com,Biotechnology,412551138.03,10.0,2001.0,US,TX,Clarencebury,+17556736770,owner_002,Lead,2025-08-31T12:00:00+00:00,2026-03-25T12:00:00+00:00
acct_000076,"Collins, Drake and Hernandez",collinsdrakeandhernandez.com,Education,102177340.06,5000.0,2023.0,US,FL,East Traceyland,+14946487941,owner_004,Lead,2022-10-23T12:00:00+00:00,2025-04-15T12:00:00+00:00
acct_000077,Perry-Soto,perrysoto.com,Telecommunications,275644084.0,5000.0,1990.0,US,ZZ,Lake Heather,+12954301858,owner_015,Closed Lost,2022-05-03T12:00:00+00:00,2023-03-23T12:00:00+00:00
acct_000078,Ross-Hernandez,rosshernandez.com,Retail,352853109.15,1000.0,1979.0,US,NM,Port Michelleville,+16834497483,owner_018,Lead,2023-07-10T12:00:00+00:00,2025-02-26T12:00:00+00:00
acct_000079,Robinson-Brock Corporation,robinsonbrock.com,Construction,386451228.77,1000.0,1977.0,US,MI,Williamsbury,+17194730042,inactive_user_03,Customer,2021-06-21T12:00:00+00:00,2021-11-10T12:00:00+00:00
acct_000080,Bryant Group,bryantgroup.io,Construction,269520998.56,500.0,2022.0,US,MI,Stephaniemouth,+17659818903,owner_013,Customer,2021-06-18T12:00:00+00:00,2022-04-18T12:00:00+00:00
acct_000081,"Briggs, Mcclain and Simmons",briggsmcclainandsimmons.com,Healthcare,34697550.0,1000.0,1984.0,US,AZ,Merrittfort,,owner_013,MQL,2022-05-28T12:00:00+00:00,2023-09-29T12:00:00+00:00
acct_000082,Green-Wright,greenwright.com,Retail,251394429.49,500.0,1979.0,US,CT,Katiehaven,+16503028617,owner_015,Lead,2023-07-16T12:00:00+00:00,2023-09-29T12:00:00+00:00
acct_000083,Sims-Hilll,simshill.com,Energy,169611336.41,1000.0,1979.0,US,TN,Lake Justinview,+12825368742,owner_013,Closed Lost,2025-11-23T12:00:00+00:00,2026-03-23T12:00:00+00:00
acct_000084,Flores-Fernandez,floresfernandez.com,Financial Services,2666940000.0,5000,2022.0,US,SD,East Jesse,+19004943727,owner_003,MQL,2021-06-04T12:00:00+00:00,2024-06-16T12:00:00+00:00
acct_000085,"Hernandez, Lewis and Perry",hernandezlewisandperry.com,Telecommunications,451760318.99,10.0,1972.0,US,MA,Amychester,+12575005873,owner_012,MQL,2023-10-30T12:00:00+00:00,2024-04-17T12:00:00+00:00
acct_000086,Clark Group Ltd.,clarkgroup.com,Media,87947142.85,1000.0,2012.0,US,SC,Steinshire,+18994468153,owner_019,Lead,2023-02-21T12:00:00+00:00,2024-02-24T12:00:00+00:00
acct_000087,"Smith, Gilmore and Johnston",smithgilmoreandjohnston.com,Software,449504811.58,100,1992.0,US,ME,Smithstad,+18937592588,owner_003,MQL,2023-09-27T12:00:00+00:00,2024-06-14T12:00:00+00:00
acct_000088,Molina-Castaneda,molinacastaneda.com,,228689488.43,250.0,1998.0,US,IL,Medinaside,3852194065,owner_008,MQL,2022-09-25T12:00:00+00:00,2025-02-09T12:00:00+00:00
acct_000089,"Hurst, Freeman and Nelson",hurstfreemanandnelson.com,Software,27104350.0,1000.0,1997.0,US,LA,Johnsonmouth,,owner_020,Opportunity,2022-05-24T12:00:00+00:00,2024-01-18T12:00:00+00:00
acct_000090,"Shelton, Powell and Martin",sheltonpowellandmartin.io,Logistics,109892767.19,100.0,1996.0,US,SC,Calhounside,+14568942240,owner_004,Customer,2021-12-19T12:00:00+00:00,2023-04-04T12:00:00+00:00
acct_000091,Meadows PLC,meadowsplc.com,Financial Services,289997115.78,50.0,1999.0,US,CO,North Dawnberg,+15025346807,owner_006,Lead,2021-11-22T12:00:00+00:00,2024-05-12T12:00:00+00:00
acct_000092,White-Green,whitegreen.io,Energy,415321073.47,250.0,2006.0,US,NM,Jasonmouth,+15029645549,owner_004,MQL,2023-05-04T12:00:00+00:00,2026-02-24T12:00:00+00:00
acct_000093,Juarez-Gray,juarezgray.com,Manufacturing,483651238.78,5000.0,1988.0,US,MS,Kingland,+12926040228,owner_009,MQL,2021-06-29T12:00:00+00:00,2025-04-14T12:00:00+00:00
acct_000094,Smith-Ryan,smithryan.com,Logistics,54618878.05,100.0,1993.0,US,NM,Jeffreyland,+12258349198,owner_011,Customer,2023-01-14T12:00:00+00:00,2025-03-04T12:00:00+00:00
acct_000095,"Williams, Johnson and Wright",williamsjohnsonandwright.com,Telecommunications,70033600.0,100,1968.0,US,FL,New Elijahberg,+12462384986,owner_016,Lead,2022-10-02T12:00:00+00:00,2025-05-09T12:00:00+00:00
acct_000096,Caldwell-Elliott,caldwellelliott.com,Logistics,335407866.32,5000.0,1977.0,US,NE,South Holly,+18019602531,owner_014,SQL,2024-02-20T12:00:00+00:00,2025-05-29T12:00:00+00:00
acct_000097,Jackson-Lawson,jacksonlawson.io,Energy,714203000.0,500.0,2012.0,US,IN,Port Loriport,+1 349 838 5253,inactive_user_05,Lead,2021-01-18T12:00:00+00:00,2026-05-20T12:00:00+00:00
acct_000098,Lane LLC,lanellc.com,Insurance,460336899.8,25.0,2005.0,US,NJ,Sandersborough,+12938783475,owner_020,SQL,2026-02-28T12:00:00+00:00,2026-05-18T12:00:00+00:00
acct_000099,Vargas Ltd LLC,vargasltd.com,Automotive,91844495.63,5000.0,2002.0,US,IN,Lake Katrina,+1 294 543 5909,inactive_user_05,Opportunity,2024-12-13T12:00:00+00:00,2025-04-20T12:00:00+00:00
acct_000100,Jefferson-Burke,jeffersonburke.io,Retail,270337620.7,50.0,1960.0,US,DE,Port Tonyaton,+18762262159,owner_001,MQL,2024-10-05T12:00:00+00:00,2025-03-02T12:00:00+00:00
acct_000101,Patel-Stanley,patelstanley.io,Energy,153621250.0,1000.0,2001.0,US,ND,New Deborahtown,,owner_016,Customer,2026-03-24T12:00:00+00:00,2026-04-04T12:00:00+00:00
acct_000102,Short-Garcia,shortgarcia.com,Healthcare,472735113.66,500,1973.0,US,WA,Cynthiamouth,+18747334941,owner_015,SQL,2023-10-13T12:00:00+00:00,2025-03-11T12:00:00+00:00
acct_000103,"Hernandez, Thompson and Boyd",hernandezthompsonandboyd.com,Professional Services,343205699.28,2500.0,2021.0,US,ZZ,Christinaside,+16542751323,owner_011,SQL,2021-07-25T12:00:00+00:00,2023-10-25T12:00:00+00:00
acct_000104,Marshall-Petersen,marshallpetersen.com,Financial Services,356220321.81,250,1995.0,US,RI,Marcusbury,+17435017433,owner_017,SQL,2022-10-25T12:00:00+00:00,2026-05-13T12:00:00+00:00
acct_000105,Ramirez Group,ramirezgroup.com,Manufacturing,360559538.37,100.0,1974.0,US,NV,Port Steven,(660) 747-6238,owner_011,Customer,2021-07-14T12:00:00+00:00,2025-03-15T12:00:00+00:00
acct_000106,"Barnett, Rogers and Snyder LLC",barnettrogersandsnyder.com,Consumer Goods,332721377.6,500.0,2027.0,US,GA,Hunterborough,+19036851099,inactive_user_01,Customer,2024-07-24T12:00:00+00:00,2025-10-04T12:00:00+00:00
acct_000107,Salinas-Peterson,salinaspeterson.com,Logistics,405978758.0,5000.0,1972.0,US,AR,Angelahaven,+18007759202,owner_011,SQL,2022-02-21T12:00:00+00:00,2026-04-14T12:00:00+00:00
acct_000108,Miller Ltd,millerltd.com,Financial Services,484215113.34,250.0,2014.0,US,MN,Freemanbury,,owner_007,Lead,2021-06-13T12:00:00+00:00,2025-06-28T12:00:00+00:00
acct_000109,"Alvarez, Joseph and West",alvarezjosephandwest.com,Logistics,156407750.0,250.0,1973.0,US,OR,North Kellyfurt,(862) 847-3381,owner_020,SQL,2024-05-08T12:00:00+00:00,2025-11-28T12:00:00+00:00
acct_000110,"Sanchez, Beck and Wood",usesanchezbeckandwood.com,Software,90617827.94,250.0,2033.0,US,MI,Ronaldside,+15592062972,inactive_user_01,SQL,2022-11-25T12:00:00+00:00,2024-05-25T12:00:00+00:00
acct_000111,Bell-Chavez,bellchavez.com,Software,46332962.69,5000.0,1978.0,US,IN,Johnville,+15856297432,owner_011,Lead,2022-02-28T12:00:00+00:00,2025-09-16T12:00:00+00:00
acct_000112,"Lee, Wilson and Herrera",leewilsonandherrera.com,Healthcare,430475000.0,1000,2001.0,US,HI,East Javier,+19728320815,owner_003,Lead,2021-12-17T12:00:00+00:00,2025-02-21T12:00:00+00:00
acct_000113,Hill-Lawrence,hilllawrence.com,Professional Services,136946838.76,5000.0,2022.0,US,DE,Tinaborough,511.802.9177,owner_010,SQL,2022-11-29T12:00:00+00:00,2025-05-22T12:00:00+00:00
acct_000114,Perez-White,perezwhite.com,Hospitality,492230606.33,1000,1999.0,US,AL,Lake Amandaview,+14095083460,owner_005,Opportunity,2026-01-22T12:00:00+00:00,2026-02-19T12:00:00+00:00
acct_000115,Mccann PLC,mccannplc.com,,88259553.54,1000.0,1975.0,US,OH,Heidiberg,+19204358196,owner_018,Customer,2026-04-10T12:00:00+00:00,2026-05-11T12:00:00+00:00
acct_000116,"Oneill, Henry and Salas",oneillhenryandsalas.io,Financial Services,218391687.96,2500.0,1969.0,US,CA,Taylormouth,+15207897033,owner_019,MQL,2024-02-02T12:00:00+00:00,2026-03-02T12:00:00+00:00
acct_000117,Lopez-Williams,lopezwilliams.com,Software,483116745.67,50.0,1997.0,US,SC,Wilsonland,+16719065928,owner_003,MQL,2025-09-02T12:00:00+00:00,2026-03-28T12:00:00+00:00
acct_000118,Vasquez-Ray,vasquezray.com,Software,39784220.2,250.0,2015.0,US,WV,East Edwardshire,+15474265456,owner_006,Lead,2023-01-05T12:00:00+00:00,2025-04-04T12:00:00+00:00
acct_000119,Miller-Wright,millerwright.com,Retail,175874317.61,50.0,2030.0,US,KS,Obrienbury,,inactive_user_04,Lead,2021-03-27T12:00:00+00:00,2025-08-02T12:00:00+00:00
acct_000120,"James, Kerr and Evans",jameskerrandevans.com,Automotive,1084912500.0,2500.0,1969.0,US,UT,Torreston,+17788585295,owner_011,Lead,2025-04-28T12:00:00+00:00,2026-03-15T12:00:00+00:00
acct_000121,"Choi, Garcia and Farmer",choigarciaandfarmer.com,Energy,295914168.54,500.0,2016.0,US,NC,West Donna,9177043196,owner_015,Lead,2022-10-10T12:00:00+00:00,2024-06-21T12:00:00+00:00
acct_000122,Allen PLC,allenplc.com,Healthcare,440554002.99,50.0,1996.0,US,MO,East Aaronmouth,+16737949081,owner_002,MQL,2025-11-19T12:00:00+00:00,2026-05-03T12:00:00+00:00
acct_000123,"Wheeler, Carter and Hall",wheelercarterandhall.io,Automotive,250932967.29,2500,1984.0,US,NH,Jacquelinemouth,,owner_017,SQL,2024-07-06T12:00:00+00:00,2026-03-17T12:00:00+00:00
acct_000124,Mcdaniel LLC,mcdanielllc.com,Biotechnology,305097800.46,500.0,2016.0,US,MS,South Danny,+14895966697,owner_011,Customer,2023-11-08T12:00:00+00:00,2025-04-27T12:00:00+00:00
acct_000125,Holland LLC,hollandllc.com,Manufacturing,279202624.6,1000.0,2002.0,US,ZZ,Rasmussenmouth,+14589419874,inactive_user_02,MQL,2025-12-12T12:00:00+00:00,2026-03-06T12:00:00+00:00
acct_000126,Larson-Holloway,larsonholloway.com,Telecommunications,1915135000.0,1000.0,1978.0,US,FL,Scottmouth,+18099251388,owner_010,SQL,2021-03-05T12:00:00+00:00,2023-02-19T12:00:00+00:00
acct_000127,"Torres, Powell and Nelson",torrespowellandnelson.com,Biotechnology,47179756.05,250,2002.0,US,NC,Kimton,+15702185940,owner_010,Lead,2021-10-03T12:00:00+00:00,2022-06-21T12:00:00+00:00
acct_000128,Navarro-Munoz Corp,navarromunoz.com,Retail,77895113.89,250.0,2022.0,US,CT,North Jeremyshire,+17199898843,owner_017,Lead,2025-03-28T12:00:00+00:00,2025-07-21T12:00:00+00:00
acct_000129,"Sampson, Key and Chambers",sampsonkeyandchambers.com,Energy,81542482.44,2500,1976.0,US,WA,Barbaraburgh,+16482446731,owner_012,SQL,2022-12-19T12:00:00+00:00,2025-01-28T12:00:00+00:00
acct_000130,Stone-Ramos,stoneramos.com,Construction,117384470.7,100.0,2016.0,US,MD,Howardshire,359-548-0999,owner_019,Closed Lost,2022-11-22T12:00:00+00:00,2024-06-27T12:00:00+00:00
acct_000131,Walters-Vasquez,waltersvasquez.com,Biotechnology,263966164.34,50.0,1996.0,US,IL,South Michaelmouth,+18193414096,owner_002,SQL,2021-12-14T12:00:00+00:00,2024-02-04T12:00:00+00:00
acct_000132,"Santiago-Hodge, Inc.",santiagohodge.co,Manufacturing,142888975.52,250,1973.0,US,LA,Robertfort,(257) 626-7257,owner_014,Lead,2022-04-30T12:00:00+00:00,2025-03-21T12:00:00+00:00
acct_000133,Bates-Morales,batesmorales.co,Software,207741004.46,1000.0,2017.0,US,NC,South Christopherview,,owner_003,MQL,2021-05-10T12:00:00+00:00,2023-04-25T12:00:00+00:00
acct_000134,Wilson-Barton,wilsonbarton.com,Consumer Goods,395794628.42,50.0,1972.0,US,AZ,Lake Mollymouth,+14936832273,owner_016,MQL,2021-08-11T12:00:00+00:00,2025-08-13T12:00:00+00:00
acct_000135,Brown-Stone,brownstone.com,,,5000.0,1970.0,,WA,Garrettton,+18237406934,owner_004,Opportunity,2026-03-18T12:00:00+00:00,2026-04-19T12:00:00+00:00
